2012,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12050532
2012,A2400,A21001,2269,332200,Promoción del libro y la lectura,25000
2012,A2400,A21001,2269,332202,Gastos diversos,15000
2012,A2400,A21001,2271,332200,Contratación de servicios de limpieza,130000
2012,A2400,A21001,2273,332200,Asistencia técnica 1er nivel del Sistema de Bibliotecas Públicas de Navarra,152000
2012,A2400,A21001,2273,332202,Asistencia técnica 2º nivel del Sistema de Bibliotecas Públicas de Navarra,40000
2012,A2400,A21001,2280,332200,Luz y agua,125000
2012,A2400,A21001,2281,332200,Calefacción,90000
2012,A2400,A21001,2284,332200,Material de limpieza,3000
2012,A2400,A21001,2400,332200,Encuadernación,3000
2012,A2410,A21001,2274,332200,Seguridad y vigilancia,110000
2012,A2410,A21001,2279,332200,Servicios de asistencia en la Biblioteca de Navarra,66600
2012,A2410,A21001,4800,332200,Becarios,20400
2012,A2410,A21001,6081,332200,Adquisición de fondos documentales para la Biblioteca de Navarra,55000
2012,A2410,A21001,6089,332202,Conservación del patrimonio bibliográfico de Navarra,1000
2012,A2410,A21001,6089,332203,Catalogación y difusión del patrimonio bibliográfico navarro,1000
2012,A2410,A21001,6089,332204,Digitalización de los fondos documentales,15000
2012,A2420,A21001,2279,332200,Servicios de asistencia para el Sistema de Bibliotecas Públicas de Navarra,35000
2012,A2420,A21001,6031,332202,Cableado de instalaciones informáticas,15000
2012,A2420,A21001,6054,332200,Equipamiento para bibliotecas públicas,165000
2012,A2420,A21001,6060,332200,Infraestructuras y programas informáticos del sistema bibliotecario,20000
2012,A2420,A21001,6081,332200,Adquisición de fondos documentales para el Sistema de Bibliotecas Públicas de Navarra,185000
2012,A2420,A21001,6090,332200,Aplicaciones informáticas para el sistema bibliotecario,15000
2012,A2200,A21002,1200,332100,Retribuciones del personal fijo,578559
2012,A2200,A21002,1210,332100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A2200,A21002,1211,332100,Retribuciones del personal contratado para cubrir vacantes,96159
2012,A2200,A21002,2202,332100,"Suscripciones, libros, prensa",1000
2012,A2200,A21002,2212,332102,Gastos de funcionamiento de la biblioteca,3000
2012,A2200,A21002,2230,332100,Traslado de documentación,5000
2012,A2200,A21002,2269,332100,Gastos diversos,26430
2012,A2200,A21002,2271,332100,Servicios de limpieza,156600
2012,A2200,A21002,2273,332100,Mantenimiento de los servicios informáticos,50000
2012,A2200,A21002,2273,332102,Asistencia técnica 2º nivel,45000
2012,A2200,A21002,2274,332100,Vigilancia y seguridad,166900
2012,A2200,A21002,2279,332100,Comisión de evaluación documental,1000
2012,A2200,A21002,2280,332100,Luz y agua,60000
2012,A2200,A21002,2281,332100,Calefacción,25000
2012,A2200,A21002,6060,332100,Informatización del Servicio de Archivos,10
2012,A2200,A21002,6090,332102,Descripción y digitalización de fondos,389000
2012,A2210,A21002,2061,332100,Alquiler y mantenimiento de programas y licencias informáticos,1000
2012,A2210,A21002,2120,332100,Gastos de mantenimiento del Archivo Real y General de Navarra,122000
2012,A2210,A21002,2190,332100,Restauración de documentos,50000
2012,A2210,A21002,2200,332100,Material de conservación y restauración,8000
2012,A2210,A21002,2269,332100,Exposiciones y animación,10
2012,A2210,A21002,2279,332102,Gestión de usuarios del Archivo Real y General de Navarra,115000
2012,A2210,A21002,6031,332100,Obras e instalaciones en el Archivo Real y General de Navarra,10
2012,A2210,A21002,6081,332100,Adquisición de fondos documentales para el Archivo Real y General de Navarra,10
2012,A2220,A21002,2120,332100,Mantenimiento del Archivo Administrativo,15000
2012,A2220,A21002,6031,332100,Obras e instalaciones en locales del Archivo Administrativo,10000
2012,A2220,A21002,6059,332100,Otro mobiliario y equipo,10
2012,A2220,A21002,6090,332100,Organización e inventario del Archivo Administrativo,10
2012,A2220,A21002,6090,332102,Gestión del sistema de Archivo Administrativo,10
2012,A3000,A30000,1000,921100,Retribuciones de altos cargos,55303
2012,A3000,A30000,1200,921100,Retribuciones del personal fijo,59195
2012,A3000,A30000,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A3000,A30000,1211,921100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A3000,A30000,2200,921100,Material de oficina y fotocopiadora,1000
2012,A3000,A30000,2202,921100,"Prensa, revistas, libros y otras publicaciones",1000
2012,A3000,A30000,2220,921100,Servicios de telecomunicaciones,1000
2012,A3000,A30000,2262,921100,Publicidad y difusión,500
2012,A3000,A30000,2269,921100,Gastos diversos,2000
2012,A3000,A30000,2279,921100,Otros trabajos realizados por terceros,2000
2012,A3000,A30000,2300,921100,Dietas,700
2012,A3000,A30000,2301,921100,Locomoción y gastos de viaje,8000
2012,A3000,A30000,6050,921100,Mobiliario y equipo de oficina,6000
2012,A3100,A30000,1200,921100,Retribuciones del personal fijo,199570
2012,A3100,A30000,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,A3100,A30000,1211,921100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A3100,A30000,2150,921100,Conservación y reparación de equipos,900
2012,A3100,A30000,2200,921100,Material de oficina,2700
2012,A3100,A30000,2202,921100,Libros y otras publicaciones,1000
2012,A3100,A30000,2266,921100,"Jornadas, conferencias y reuniones",1000
2012,A3100,A30000,2269,921100,Gastos diversos,2000
2012,A3100,A30000,2269,921102,Secretaría General de la Comunidad de Trabajo de los Pirineos,124000
2012,A3100,A30000,2279,921100,Otros trabajos realizados por terceros,1000
2012,A3100,A30000,2300,921100,Dietas,900
2012,A3100,A30000,2301,921100,Locomoción y gastos de viaje,4500
2012,A3100,A30000,4609,921100,Ayudas a ayuntamientos para acciones de promoción,90000
2012,A3100,A30000,6050,921100,Mobiliario y equipo de oficina,500
2012,A3100,A30000,6060,921100,Adquisición de equipos informáticos,2000
2012,A3100,A30000,6090,921100,Implantación de herramientas informáticas,5000
2012,A3200,A30001,2150,921100,Reparación y conservación de equipos,3000
2012,A3200,A30001,2200,921100,Material de oficina y fotocopiadora,3700
2012,A3200,A30001,2202,921100,Suscripciones,2800
2012,A3200,A30001,2219,921100,Objetos conmemorativos,41000
2012,A3200,A30001,2220,921100,Servicios de telecomunicaciones,500
2012,A3200,A30001,2230,921100,Portes,3000
2012,A3200,A30001,2261,921100,Atenciones protocolarias y representativas,218000
2012,A3200,A30001,2269,921100,Gastos diversos,33000
2012,A3200,A30001,2269,921102,Celebración del Día de Navarra,185000
2012,A3200,A30001,2270,921100,Servicio de lavandería,3000
2012,A3200,A30001,2279,921100,Actos extraordinarios,37000
2012,A3200,A30001,2279,921102,Trabajos de hostelería realizados por terceros,14000
2012,A3200,A30001,2279,921103,Relaciones institucionales,14000
2012,A3200,A30001,2285,921100,Vestuario del personal auxiliar,10000
2012,A3200,A30001,2300,921100,Dietas,3000
2012,A3200,A30001,2301,921100,Locomoción y gastos de viaje,6000
2012,A3200,A30001,6060,921100,Adquisición de equipos informáticos,4000
2012,A3200,A30001,6089,921100,Adquisición mobiliario y equipos de hostelería,1200
2012,A3210,A30001,1200,921900,Retribuciones del personal fijo,196406
2012,A3210,A30001,1210,921900,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A3210,A30001,1211,921900,Retribuciones del personal contratado para cubrir vacantes,134400
2012,A3200,A30002,1200,921900,Retribuciones del personal fijo,371810
2012,A3200,A30002,1210,921900,Retribuciones del personal contratado para cubrir plazas reservadas,17676
2012,A3200,A30002,1211,921900,Retribuciones del personal contratado para cubrir vacantes,24031
2012,A3200,A30002,2020,921900,Alquiler de almacenes,79000
2012,A3200,A30002,2120,921900,Mantenimiento del almacén y la librería,27000
2012,A3200,A30002,2120,921902,Reparaciones y mantenimiento de edificio,1000
2012,A3200,A30002,2200,921900,Papelería y material de oficina,3000
2012,A3200,A30002,2219,921900,Objetos institucionales,1000
2012,A3200,A30002,2230,921900,Portes,4000
2012,A3200,A30002,2264,921900,Gastos de comunidad de locales,5000
2012,A3200,A30002,2269,921900,Celebración entrega Premio Príncipe de Viana,10000
2012,A3200,A30002,2269,921902,Programación del Día de Navarra,1000
2012,A3200,A30002,2271,921900,Limpieza de locales,40000
2012,A3200,A30002,2276,921900,Fotografía y producción audiovisual,1000
2012,A3200,A30002,2279,921900,Otros trabajos realizados por terceros,23000
2012,A3200,A30002,2279,921903,Eventos especiales,2000
2012,A3200,A30002,2280,921900,"Energía eléctrica, agua y gas",15000
2012,A3200,A30002,2300,921900,Dietas,500
2012,A3200,A30002,2301,921900,Locomoción y gastos de viaje,1000
2012,A3200,A30002,2400,921900,"Edición de libros, publicaciones, audiovisuales y otros",330000
2012,A3200,A30002,4816,921900,Fundación Amado Alonso,9000
2012,A3200,A30002,6059,921900,Otro mobiliario y equipo,800
2012,A3200,A30002,6060,921900,Equipamiento informático,3500
2012,A3220,A30003,1200,144100,Retribuciones del personal fijo,82203
2012,A3220,A30003,1210,144100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A3220,A30003,1211,144100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A3220,A30003,4809,144100,Ayudas a navarros en el exterior y retornados,3000
2012,A3220,A30003,4819,143100,Ayuda humanitaria de los centros navarros de Argentina y Chile,40000
2012,A3220,A30003,4819,144100,Ayudas a centros navarros en el exterior,67000
2012,A3220,A30003,4819,144103,Día del Navarro Ausente - Federación Nacional de Hogares Navarros,25000
2012,A3220,A30003,4819,144104,Ayudas a centros navarros en otras comunidades,100000
2012,A3220,A30003,4819,144105,Ayudas a casas regionales en Navarra,50000
2012,A3220,A30003,4819,144106,Ayudas a otras instituciones sin ánimo de lucro,14000
2012,A3220,A30003,4819,144107,Ayudas a navarros necesitados de Argentina - Navarra solidaria,18000
2012,A3220,A30003,4819,144109,Jornadas culturales de la Federación de Casas Regionales en Navarra,15000
2012,A3220,A30003,4819,144113,11º curso de música y danza de Navarra - Federación de Centros Navarros. Argentina,25000
2012,A3220,A30003,4819,144114,Actuaciones en centros navarros en el exterior,2000
2012,A3220,A30003,4819,144115,Encuentro de las colectividades navarras de Argentina y de Chile,10
2012,A3220,A30003,7819,114104,Adquisición y mejora de locales y equipos de centros navarros en otras comunidades autónomas,28000
2012,A3220,A30003,7819,144100,Adquisición y mejora de locales y equipos en centros navarros en el exterior,40000
2012,A3220,A30003,7819,144102,Adquisición y mejora de locales y equipos en casas regionales en Navarra,15000
2012,A4000,A40000,1000,921500,Retribuciones de altos cargos,55303
2012,A4000,A40000,1200,921500,Retribuciones del personal fijo,1
2012,A4000,A40000,1210,921500,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A4000,A40000,1211,921500,Retribuciones del personal contratado para cubrir vacantes,1
2012,A4000,A40000,2200,921500,Material de oficina e informático,700
2012,A4000,A40000,2202,921500,"Prensa, suscripciones y agencias de noticias",2000
2012,A4000,A40000,2266,921500,"Reuniones, conferencias, cursillos y jornadas",3500
2012,A4000,A40000,2269,921500,Gastos diversos,1000
2012,A4000,A40000,2301,921500,Locomoción y gastos de viaje,4200
2012,A4000,A40000,6060,921500,Equipamiento informático,900
2012,A4110,A40001,1200,921500,Retribuciones del personal fijo,160671
2012,A4110,A40001,1210,921500,Retribuciones del personal contratado para cubrir plazas reservadas,38398
2012,A4110,A40001,1211,921500,Retribuciones del personal contratado para cubrir vacantes,38398
2012,A4110,A40001,2271,921500,Servicios de limpieza y aseo de la sala de prensa,20000
2012,A4110,A40001,2276,467900,Fotografía y producción audiovisual,70000
2012,A4110,A40001,2279,921503,Gestión de la sala de prensa,47000
2012,A4110,A40001,2400,921500,Encuadernaciones,1500
2012,A4110,A40001,4819,921500,Convenio con la Asociación de Periodistas de Navarra,22200
2012,A4130,A40002,1200,921500,Retribuciones del personal fijo,42949
2012,A4130,A40002,1210,921500,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,A4130,A40002,1211,921500,Retribuciones del personal contratado para cubrir vacantes,1
2012,A4130,A40002,2279,467900,Actualización y mantenimiento de la página web,110000
2012,A4130,A40002,4709,491104,Ayudas a la producción audiovisual navarra,2450000
2012,A4120,A40003,1200,921500,Retribuciones del personal fijo,65215
2012,A4120,A40003,1210,921500,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A4120,A40003,1211,921500,Retribuciones del personal contratado para cubrir vacantes,1
2012,A4120,A40003,2262,921500,Publicidad,331700
2012,A4120,A40003,2262,921502,Difusión de la imagen de Navarra,60000
2012,A4120,A40003,2262,921503,Publicidad audiovisual en eventos,80000
2012,A4120,A40003,2262,921505,Acciones de impulso y promoción de productos navarros,70000
2012,A4120,A40003,2279,921500,Promoción audiovisual de la Comunidad Foral,80000
2012,A4100,A40004,1200,921500,Retribuciones del personal fijo,110879
2012,A4100,A40004,1210,921500,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A4100,A40004,1211,921500,Retribuciones del personal contratado para cubrir vacantes,1
2012,A4100,A40004,2150,921500,Reparación y conservación de equipos,5000
2012,A4100,A40004,2200,921500,Material de oficina,7500
2012,A4100,A40004,2202,921500,"Suscripciones, transcripciones, prensa y agencia",204000
2012,A4100,A40004,2220,921500,Servicios de telecomunicaciones,2000
2012,A4100,A40004,2230,921500,Portes,1000
2012,A4100,A40004,2261,921500,Atenciones protocolarias y representativas,5000
2012,A4100,A40004,2269,921500,Gastos diversos,1000
2012,A4100,A40004,2273,921502,Asistencia técnica informática,5000
2012,A4100,A40004,2276,921500,Estudios de medios informativos y normativa audiovisual,13500
2012,A4100,A40004,2279,467902,Catalogación y digitalización del material gráfico y documental,10
2012,A4100,A40004,2301,921500,Locomoción y gastos de viaje,2000
2012,A4100,A40004,6050,921500,Mobiliario y equipamiento,10
2012,A4100,A40004,6060,921500,Equipos informáticos,1000
2012,A5000,A50000,1000,921100,Retribuciones de altos cargos,55303
2012,A5000,A50000,1200,921100,Retribuciones del personal fijo,1
2012,A5000,A50000,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A5000,A50000,1211,921100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A5000,A50000,2120,921100,Reparación y conservación de edificios e instalaciones,3000
2012,A5000,A50000,2200,921100,Material de oficina e informático no inventariable,6000
2012,A5000,A50000,2202,921100,"Prensa, revistas, libros y otros",2000
2012,A5000,A50000,2220,921100,Servicios de telecomunicaciones,8000
